trader_id,overtrading,loss_aversion,herding,risk_score,tier
1,0.0,0.0,1.0,25.0,Low
2,0.0,0.0,0.0,0.0,Low
3,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
4,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
5,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
6,0.0,0.09696969696969697,0.0,3.878787878787879,Low
7,0.0,0.0,0.0,0.0,Low
8,0.0,0.1714599582053479,1.0,31.858398328213916,Medium
9,0.0,0.0,0.0,0.0,Low
10,0.0,0.0,1.0,25.0,Low
11,0.0,0.0,0.0,0.0,Low
12,0.0,0.0,0.0,0.0,Low
13,0.0,0.36031746031746037,0.0,14.412698412698417,Low
14,0.0,0.2333333333333333,0.0,9.333333333333332,Low
15,0.0,0.0,0.0,0.0,Low
16,0.0,0.0,0.0,0.0,Low
17,0.0,0.0,1.0,25.0,Low
18,0.0,0.12222222222222223,0.0,4.88888888888889,Low
19,0.0,0.0,0.0,0.0,Low
20,0.0,0.0,1.0,25.0,Low
21,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
22,0.0,0.6130952380952381,0.0,24.523809523809526,Low
23,0.0,0.0,0.0,0.0,Low
24,0.0,0.7380952380952381,0.0,29.523809523809526,Medium
25,0.0,0.9306615938499792,0.0,37.22646375399917,Medium
26,0.0,0.501984126984127,0.0,20.07936507936508,Low
27,0.0,0.0,0.0,0.0,Low
28,0.0,0.0,1.0,25.0,Low
29,0.0,0.0,0.0,0.0,Low
30,0.0,0.6130952380952381,0.0,24.523809523809526,Low
31,0.0,1.0,0.0,40.0,Medium
32,0.0,0.12222222222222223,0.0,4.88888888888889,Low
33,0.0,0.6327822946418856,0.0,25.311291785675426,Low
34,0.0,0.6130952380952381,0.0,24.523809523809526,Low
35,0.0,0.0,0.0,0.0,Low
36,0.0,0.0,1.0,25.0,Low
37,0.0,0.0,0.0,0.0,Low
38,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
39,0.0,0.0,0.0,0.0,Low
40,0.0,0.6130952380952381,0.0,24.523809523809526,Low
41,0.0,0.0,0.0,0.0,Low
42,0.0,0.0,1.0,25.0,Low
43,0.0,1.0,0.0,40.0,Medium
44,0.0,0.030303030303030304,0.8333333333333334,22.045454545454547,Low
45,0.7502067729137262,0.0,0.0,26.257237051980415,Low
46,0.1111111111111111,0.0,0.0,3.8888888888888884,Low
47,0.0,0.0,1.0,25.0,Low
48,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
49,0.0,0.174553838394461,0.0,6.982153535778441,Low
50,0.0,0.0,0.0,0.0,Low
51,0.0,0.375,0.0,15.000000000000002,Low
52,0.0,0.0,0.0,0.0,Low
53,0.0,0.2333333333333333,0.0,9.333333333333332,Low
54,0.0,0.6130952380952381,0.0,24.523809523809526,Low
55,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
56,0.0,0.12222222222222223,0.0,4.88888888888889,Low
57,0.0,0.0,0.0,0.0,Low
58,0.0,0.0,1.0,25.0,Low
59,0.0,0.0,1.0,25.0,Low
60,0.16666666666666666,0.0,0.0,5.833333333333333,Low
61,0.5,0.0,0.0,17.5,Low
62,0.0,0.0,0.0,0.0,Low
63,0.0,0.0,0.0,0.0,Low
64,0.0,0.0,0.0,0.0,Low
65,0.0,0.0,0.0,0.0,Low
66,0.0,0.030303030303030276,1.0,26.212121212121207,Low
67,0.0,0.375,0.0,15.000000000000002,Low
68,0.0,1.0,0.0,40.0,Medium
69,0.0,0.0,1.0,25.0,Low
70,0.0,0.20360444818283915,0.0,8.144177927313567,Low
71,0.4806556899088789,0.0,0.0,16.82294914681076,Low
72,0.0,0.0,0.0,0.0,Low
73,0.0,0.0,0.0,0.0,Low
74,0.9344596525672171,0.0,0.0,32.70608783985259,Medium
75,0.0,0.0,0.24818785037125865,6.204696259281466,Low
76,0.0,0.0,0.0,0.0,Low
77,0.0,0.0,1.0,25.0,Low
78,0.0,0.0,1.0,25.0,Low
79,0.0,0.0,0.0,0.0,Low
80,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
81,0.0,0.0,0.0,0.0,Low
82,0.0,0.0,1.0,25.0,Low
83,0.0,0.0,0.0,0.0,Low
84,0.0,0.0,0.0,0.0,Low
85,0.0,0.914934705078562,0.0,36.597388203142486,Medium
86,0.33561025300043773,0.0,0.0,11.74635885501532,Low
87,0.0,0.0,0.8333333333333334,20.833333333333336,Low
88,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
89,0.0,0.0,0.0,0.0,Low
90,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
91,0.0,0.375,0.0,15.000000000000002,Low
92,0.0,0.0,0.0,0.0,Low
93,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
94,0.0,0.0,0.0,0.0,Low
95,0.0,0.0,0.0,0.0,Low
96,0.0,0.0,0.0,0.0,Low
97,0.0,0.6130952380952381,0.0,24.523809523809526,Low
98,0.0,0.0,0.0,0.0,Low
99,0.0,1.0,0.0,40.0,Medium
100,0.0,0.6130952380952381,0.08319478923790598,26.603679254757175,Low
101,0.0,0.0,1.0,25.0,Low
102,0.6817785315135522,0.0,0.0,23.862248602974322,Low
103,0.0,0.0,0.0,0.0,Low
104,0.0,0.030303030303030304,0.8333333333333334,22.045454545454547,Low
105,0.0,0.0,1.0,25.0,Low
106,0.0,0.0,1.0,25.0,Low
107,0.0,0.0,0.0,0.0,Low
108,0.0,0.0,0.0,0.0,Low
109,0.0,0.375,0.0,15.000000000000002,Low
110,0.0,0.36031746031746037,0.0,14.412698412698417,Low
111,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
112,0.0,0.0,1.0,25.0,Low
113,0.0,0.00882122394195321,0.0,0.3528489576781284,Low
114,0.0,0.0,1.0,25.0,Low
115,0.0,0.0,1.0,25.0,Low
116,0.0,0.0,0.0,0.0,Low
117,0.0,0.0,0.0,0.0,Low
118,0.0,0.6130952380952381,0.0,24.523809523809526,Low
119,0.0,0.0,0.0,0.0,Low
120,0.0,0.6130952380952381,0.0,24.523809523809526,Low
121,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
122,0.0,0.0,0.0,0.0,Low
123,0.0,0.12222222222222223,0.0,4.88888888888889,Low
124,0.0,0.09696969696969697,0.0,3.878787878787879,Low
125,0.0,0.0,0.0,0.0,Low
126,0.0,0.7528374503596575,0.0,30.113498014386302,Medium
127,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
128,0.0,0.0,0.0,0.0,Low
129,0.0,0.9942122480932593,0.0,39.76848992373037,Medium
130,0.0,0.0,0.0,0.0,Low
131,0.0,0.0,1.0,25.0,Low
132,0.27935032287186545,0.0,0.0,9.77726130051529,Low
133,0.0,0.0,0.0,0.0,Low
134,0.0,0.0,0.0,0.0,Low
135,0.0,0.0,1.0,25.0,Low
136,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
137,0.0,0.0,1.0,25.0,Low
138,0.0,0.0,0.0,0.0,Low
139,0.0,0.0,1.0,25.0,Low
140,0.0,0.0,0.0,0.0,Low
141,0.611111111111111,0.0,0.0,21.388888888888886,Low
142,0.0,0.0,0.0,0.0,Low
143,0.0,0.4861111111111111,0.0,19.444444444444446,Low
144,0.0,0.2333333333333333,0.0,9.333333333333332,Low
145,0.0,0.0,0.0,0.0,Low
146,0.0,0.0,1.0,25.0,Low
147,0.0,1.0,0.49999999999999994,52.5,Medium
148,0.0,0.12222222222222223,0.0,4.88888888888889,Low
149,0.0,0.0969696969696968,0.8333333333333334,24.712121212121207,Low
150,0.0,0.0,1.0,25.0,Low
151,0.0,0.0,0.0,0.0,Low
152,0.0,0.0,0.3333333333333333,8.333333333333332,Low
153,0.0,0.0,1.0,25.0,Low
154,0.024509713997803134,0.0,0.0,0.8578399899231096,Low
155,0.4444444444444429,0.0,0.0,15.5555555555555,Low
156,0.0,0.0,1.0,25.0,Low
157,0.0,0.2333333333333333,0.0,9.333333333333332,Low
158,0.0,0.4861111111111111,0.0,19.444444444444446,Low
159,0.0,0.0,1.0,25.0,Low
160,0.0,0.0,0.0,0.0,Low
161,0.0,0.0,0.0,0.0,Low
162,0.0,0.0,1.0,25.0,Low
163,0.0,0.020205706542221372,0.3333333333333333,9.141561595022187,Low
164,0.0,0.09696969696969697,0.0,3.878787878787879,Low
165,0.0,0.0,0.0,0.0,Low
166,0.0,0.03030303030303039,0.0,1.2121212121212157,Low
167,0.5,0.0,0.0,17.5,Low
168,0.47854376174008445,0.0,0.0,16.749031660902954,Low
169,0.0,1.0,0.0,40.0,Medium
170,0.0,0.0,1.0,25.0,Low
171,0.0,0.0,0.6394616276971722,15.986540692429305,Low
172,0.0,0.0,0.0,0.0,Low
173,0.0,0.0,0.0,0.0,Low
174,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
175,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
176,0.0,0.375,0.0,15.000000000000002,Low
177,0.0,0.1414141414141414,0.0,5.656565656565657,Low
178,0.0,0.0,0.0,0.0,Low
179,0.0,0.0,0.0,0.0,Low
180,0.0,0.0,1.0,25.0,Low
181,0.0,0.0,1.0,25.0,Low
182,0.0,0.375,0.0,15.000000000000002,Low
183,0.0,0.023428102293769345,0.0,0.9371240917507737,Low
184,0.0,0.0,0.0,0.0,Low
185,0.0,0.0,1.0,25.0,Low
186,0.0,0.0,1.0,25.0,Low
187,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
188,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
189,0.0,0.36031746031746037,0.0,14.412698412698417,Low
190,0.0,0.7380952380952381,1.0,54.52380952380953,Medium
191,0.0,0.09696969696969697,0.0,3.878787878787879,Low
192,0.8510133807804227,0.0,0.0,29.78546832731479,Medium
193,0.0,0.0,0.0,0.0,Low
194,0.0,0.0,0.0,0.0,Low
195,0.0,0.011973960517632201,0.0,0.47895842070528816,Low
196,0.427486907148612,0.0,0.0,14.962041750201418,Low
197,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
198,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
199,0.0,0.0,1.0,25.0,Low
200,0.0,0.6130952380952381,0.0,24.523809523809526,Low
201,0.0,0.0,1.0,25.0,Low
202,0.0,0.0,0.0,0.0,Low
203,0.0,0.0,0.0,0.0,Low
204,0.0,0.0,1.0,25.0,Low
205,0.0,0.0,0.0,0.0,Low
206,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
207,0.0,0.027615690874466994,0.0,1.1046276349786797,Low
208,0.0,0.0,1.0,25.0,Low
209,0.0,0.0,0.9999999999999997,24.999999999999993,Low
210,0.0,0.6130952380952381,0.0,24.523809523809526,Low
211,0.0,0.6130952380952381,0.0,24.523809523809526,Low
212,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
213,0.0,0.18679568247114245,0.0,7.471827298845699,Low
214,0.5229199694453185,0.0,0.0,18.302198930586147,Low
215,0.0,0.2333333333333333,0.0,9.333333333333332,Low
216,0.0,0.0,0.0,0.0,Low
217,0.0,0.0,0.0,0.0,Low
218,0.0,0.0,0.0,0.0,Low
219,0.0,1.0,0.0,40.0,Medium
220,0.0,0.0,0.0,0.0,Low
221,0.0,0.2333333333333333,0.0,9.333333333333332,Low
222,0.0,0.0,0.0,0.0,Low
223,0.0,0.0,0.0,0.0,Low
224,0.402675678458519,0.0,0.0,14.093648746048162,Low
225,0.0,0.0,0.0,0.0,Low
226,0.0,1.0,0.0,40.0,Medium
227,0.0,0.0,0.0,0.0,Low
228,0.0,0.0,0.0,0.0,Low
229,0.0,0.0,0.0,0.0,Low
230,0.0,0.6130952380952381,0.0,24.523809523809526,Low
231,0.0,0.0,1.0,25.0,Low
232,0.0,0.0,0.0,0.0,Low
233,0.0,0.2333333333333333,0.6016477184393124,24.374526294316144,Low
234,0.0,0.0,0.0,0.0,Low
235,0.0,0.0,0.0,0.0,Low
236,0.0,0.11259576717690978,0.0,4.503830687076391,Low
237,0.6666666666666666,0.0,0.0,23.333333333333332,Low
238,0.0,0.0,1.0,25.0,Low
239,0.0,0.0,0.0,0.0,Low
240,0.0,0.0,1.0,25.0,Low
241,0.0,0.0,0.0,0.0,Low
242,0.0,0.0,0.0,0.0,Low
243,0.0,0.0,0.0,0.0,Low
244,0.0,0.0,0.0,0.0,Low
245,0.0,0.0,0.0,0.0,Low
246,0.0,0.2333333333333333,0.0,9.333333333333332,Low
247,0.0,0.7380952380952381,0.0,29.523809523809526,Medium
248,0.0,0.0,0.0,0.0,Low
249,0.0,0.6130952380952381,0.7263174815864236,42.681746563470114,Medium
250,0.0,0.0,0.0,0.0,Low
251,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
252,0.0,1.0,0.0,40.0,Medium
253,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
254,0.0,0.09696969696969697,0.0,3.878787878787879,Low
255,0.0,0.375,0.0,15.000000000000002,Low
256,0.0,0.0,0.0,0.0,Low
257,0.0,0.0,0.0,0.0,Low
258,0.0,0.0,1.0,25.0,Low
259,0.0,0.0,0.0,0.0,Low
260,0.0,0.09696969696969697,0.0,3.878787878787879,Low
261,0.0,0.9047619047619048,0.0,36.1904761904762,Medium
262,0.0,0.21659829209427736,0.0,8.663931683771095,Low
263,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
264,0.0,0.0,0.0,0.0,Low
265,0.0,0.01268140051372728,0.21312665219350724,5.835422325386772,Low
266,0.0,0.13537413877059662,0.0,5.414965550823865,Low
267,0.0,0.0,1.0,25.0,Low
268,0.0,0.6130952380952381,0.0,24.523809523809526,Low
269,0.0,0.0,0.46147574970360905,11.536893742590227,Low
270,0.0,0.6130952380952381,0.0,24.523809523809526,Low
271,0.0,0.0,1.0,25.0,Low
272,0.0,0.2333333333333333,0.0,9.333333333333332,Low
273,0.0,0.0,1.0,25.0,Low
274,0.0,0.0,0.06556299976319936,1.639074994079984,Low
275,0.0,0.09696969696969697,0.0,3.878787878787879,Low
276,0.5,0.0,0.0,17.5,Low
277,0.0,0.0,0.0,0.0,Low
278,0.0,0.0,0.0,0.0,Low
279,0.0,0.0,1.0,25.0,Low
280,0.0,0.012966658186673316,0.8333333333333334,21.351999660800267,Low
281,0.6666666666666666,0.0,0.0,23.333333333333332,Low
282,0.0,0.0,0.18356034452326728,4.589008613081682,Low
283,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
284,0.0,0.9047619047619048,0.3333333333333333,44.523809523809526,Medium
285,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
286,0.0,0.0,0.0,0.0,Low
287,0.0,0.0,0.0,0.0,Low
288,0.0,0.0,0.0,0.0,Low
289,0.3333333333333333,0.0,0.0,11.666666666666666,Low
290,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
291,0.0,0.0,0.0,0.0,Low
292,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
293,0.0,0.0,0.666666666666667,16.666666666666675,Low
294,0.0,0.0,0.0,0.0,Low
295,0.5,0.0,0.0,17.5,Low
296,0.0,0.0,1.0,25.0,Low
297,0.0,0.0,1.0,25.0,Low
298,0.0,0.5403177632496869,0.0,21.612710529987478,Low
299,0.0,0.0,0.0,0.0,Low
300,0.0,0.030303030303030304,0.0,1.2121212121212124,Low
